0.3,0,0
0.303857285,0,0
0.303867009,0,0
0.303875518,0,0
0.305241259,0,0
0.307039864,0,0
0.307961615,0,0
0.309339533,0,0
0.309349433,0,0
0.309359333,0,0
0.309369233,0,0
0.312592037,0,0
0.31630191,0,0
0.317684102,0,0
0.317692998,0,0
0.320496119,0,0
0.323325266,0,0
0.32333432,0,0
0.32619113,0,0
0.326659477,0,0
0.329061335,0,0
0.329102144,0,0
0.330531016,0,0
0.330541594,0,0
0.330552172,0,0
0.33205242,0,0
0.332063046,0,0
0.332073673,0,0
0.332084301,0,0
0.332094928,0,0
0.332105556,0,0
0.332116185,0,0
0.332126813,0,0
0.332528295,0,0
0.333612854,0,0
0.333623531,0,0
0.335113587,0,0
0.335124312,0,0
0.335135037,0,0
0.335145762,0,0
0.335156488,0,0
0.335167214,0,0
0.336559134,0,0
0.338159685,0,0
0.338170508,0,0
0.33818133,0,0
0.338192153,0,0
0.338202976,0,0
0.338213799,0,0
0.338224623,0,0
0.338235447,0,0
0.338246272,0,0
0.339778722,0,0
0.341268965,0,0
0.341279886,0,0
0.342806881,0,0
0.344337953,0,0
0.344348973,0,0
0.344359993,0,0
0.344369636,0,0
0.347442879,0,0
0.347453998,0,0
0.347463728,0,0
0.350564584,0,0
0.353690283,0,0
0.358426146,0,0
0.360009696,0,0
0.366443484,0,0
0.372989267,0,0
0.37964894,0,0
0.38642752,0,0
0.393333425,0,0
0.40036595,0,0
0.407527471,0,0
0.411770626,0,0
0.418510658,0,0
0.418520703,0,0
0.425996742,0,0
0.433613264,0,0
0.441362432,0,0
0.449244696,0,0
0.457271387,0,0
0.465435906,0,0
0.469582062,0,0
0.477964474,0,0
0.486494573,0,0
0.495176906,0,0
0.504018223,0,0
0.5130174,0,0
0.522177257,0,0
0.531500661,0,0
0.540990534,0,0
0.550649846,0,0
0.550663063,0,0
0.560481625,0,0
0.570488949,0,0
0.580674952,0,0
0.591042825,0,0
0.601595815,0,0
0.612337227,0,0
0.623280398,0,0
0.634408985,0,0
0.642890773,0,0
0.64572594,0,0
0.657255289,0,0
0.668990493,0,0
0.680935228,0,0
0.693093235,0,0
0.705462677,0,0
0.718052873,0,0
0.730885305,0,0
0.743935163,0,0
0.757218025,0,0
0.77073805,0,0
0.784499474,0,0
0.794975189,0,0
0.798481053,0,0
0.812737824,0,0
0.827249148,0,0
0.84201957,0,0
0.857053715,0,0
0.872342335,0,0
0.887924993,0,0
0.903786005,0,0
0.919922982,0,0
0.936348083,0,0
0.953066451,0,0
0.970083324,0,0
0.987404031,0,0
1.005033996,0,0
1.022978742,0,0
1.04124389,0,0
1.059843638,0,0
1.078767003,0,0
1.098028242,0,0
1.117624446,0,0
1.13757948,0,0
1.157900072,0,0
1.178574221,0,0
1.199617504,0,0
1.221041397,0,0
1.242847898,0,0
1.26503878,0,0
1.287625876,0,0
1.310616262,0,0
1.334017139,0,0
1.357835834,0,0
1.382074281,0,0
1.406751031,0,0
1.431874108,0,0
1.457440027,0,0
1.483462422,0,0
1.509973604,0,0
1.536933979,0,0
1.564375727,0,0
1.592288335,0,0
1.613570122,0,0
1.623073599,0,0
1.635012075,0,0
1.642314499,0,0
1.65192119,0,0
1.678929177,0,0
1.678969475,0,0
1.701443832,0,0
1.708947248,0,0
1.731822881,0,0
1.739474187,0,0
1.770581843,0,0
1.80221697,0,0
1.834409987,0,0
1.867178068,0,0
1.90048587,0,0
1.934418789,0,0
1.968989081,0,0
2.004153132,0,0
2.039928855,0,0
2.067201866,0,0
2.076318285,0,0
2.09470543,0,0
2.113187776,0,0
2.113255405,0,0
2.131901424,0,0
2.154081437,0,0
2.189340333,0,0
2.189410399,0,0
2.218646415,0,0
2.228198947,0,0
2.228270256,0,0
2.228341567,0,0
2.228403966,0,0
2.238007462,0,0
2.247733269,0,0
2.247805203,0,0
2.247877139,0,0
2.250960576,0,0
2.270851898,0,0
2.30796059,0,0
2.308015986,0,0
2.331835484,0,0
2.359472185,0,0
2.370010252,0,0
2.391151269,0,0
2.412326464,0,0
2.433533417,0,0
2.433611297,0,0
2.433689179,0,0
2.433835216,0,0
2.455398228,0,0
2.466049029,0,0
2.466127949,0,0
2.466206873,0,0
2.466364727,0,0
2.477380206,0,0
2.477459489,0,0
2.477528865,0,0
2.499738967,0,0
2.499818966,0,0
2.499898967,0,0
2.503328105,0,0
2.522188532,0,0
2.544452896,0,0
2.544534326,0,0
2.548432437,0,0
2.590028807,0,0
2.590111695,0,0
2.590194587,0,0
2.617142619,0,0
2.636421068,0,0
2.640206455,0,0
2.648280816,0,0
2.663878451,0,0
2.683408133,0,0
2.68349401,0,0
2.687260984,0,0
2.694120967,0,0
2.695479249,0,0
2.705991293,0,0
2.70615367,0,0
2.706240275,0,0
2.706326882,0,0
2.706413493,0,0
2.706500106,0,0
2.706586722,0,0
2.706673341,0,0
2.706759962,0,0
2.706846586,0,0
2.706933213,0,0
2.707019843,0,0
2.709887409,0,0
2.717761709,0,0
2.719110156,0,0
2.719197175,0,0
2.719284197,0,0
2.728961003,0,0
2.729048338,0,0
2.729135675,0,0
2.729223016,0,0
2.729310359,0,0
2.729397705,0,0
2.729485053,0,0
2.729572405,0,0
2.729659759,0,0
2.729747116,0,0
2.732704347,0,0
2.732879259,0,0
2.752797342,0,0
2.777375126,0,0
2.77746401,0,0
2.777552897,0,0
2.777641787,0,0
2.77773068,0,0
